Variation,Alternative,Error,Total
Under 25
Sum of squares,1127.8536585365853,104.14634146341473,1232.0
Deg freedom,2,120,122
Mean square,563.9268292682926,0.8678861788617894
Computed F,649.770491803278
Tabulated F 90,2.347338230110152
Tabulated F 95,3.07177940465869
Tabulated F 99,4.78650973966257
Over 25
Sum of squares,1360.9545454545455,15.045454545454504,1376.0
Deg freedom,2,129,131
Mean square,680.4772727272727,0.11663143058491864
Computed F,5834.42447129911
Tabulated F 90,2.344178550617195
Tabulated F 95,3.0663910369425293
Tabulated F 99,4.773553583051034
